Name,Album,Artist,Popular_date,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
Broken Wings,Welcome To The Real World,Mr. Mister,1986,1985-11-27,343933,70,0.286,0.134,0.286,0.5,4.57E-05,0.108,-14.281,0.0357,99.162,4
How Will I Know,Whitney Houston,Whitney Houston,1986,1985-02-14,275533,72,0.832,0.201,0.832,0.544,0.000139,0.632,-12.697,0.0442,119.49,4
Party All the Time,How Could It Be,Eddie Murphy,1986,1985-02-05,253293,59,0.699,0.00979,0.699,0.692,0.000326,0.0427,-13.045,0.0456,135.03,4
"Burning Heart - From ""Rocky IV"" Soundtrack",Rocky IV,Various Artists,1986,1985,230720,63,0.651,0.221,0.651,0.665,7.91E-06,0.0403,-7.43,0.0269,97.996,4
Kyrie,Welcome To The Real World,Mr. Mister,1986,1985-11-27,265840,51,0.496,0.0824,0.496,0.566,0.0,0.13,-13.749,0.035,89.913,4
Addicted To Love,Riptide,Robert Palmer,1986,1985-01-01,363640,68,0.702,0.382,0.702,0.578,5.89E-06,0.0425,-13.415,0.031,111.617,4
Greatest Love of All,Whitney Houston,Whitney Houston,1986,1985-02-14,291400,68,0.502,0.484,0.502,0.305,3.55E-06,0.117,-16.011,0.0339,131.242,4
Secret Lovers,As The Band Turns,Atlantic Starr,1986,1986,330666,48,0.339,0.653,0.339,0.379,3.56E-06,0.219,-15.08,0.0528,74.142,4
Friends & Lovers,Friends & Lovers,Gloria Loring,1986,2008,213013,37,0.529,0.789,0.529,0.222,0.0,0.096,-16.093,0.0298,111.196,3
Glory of Love,Solitude / Solitaire,Peter Cetera,1986,1986,258120,72,0.518,0.0778,0.518,0.585,2.43E-06,0.31,-8.485,0.0279,144.998,4
West End Girls - 2001 Remaster,Please: Further Listening 1984-1986,Pet Shop Boys,1986,1986-03-24,245360,59,0.648,0.0114,0.648,0.947,0.0567,0.105,-6.617,0.0369,113.255,4
There'll Be Sad Songs (To Make You Cry),Love Zone (Expanded Edition),Billy Ocean,1986,1986,292680,50,0.563,0.748,0.563,0.458,0.0,0.103,-7.673,0.0305,79.738,4
Alive And Kicking,Alive And Kicking,Simple Minds,1986,1985,287133,54,0.602,0.153,0.602,0.694,0.000207,0.164,-11.337,0.0313,103.105,4
Never,Heart,Heart,1986,1985-07-06,246400,0,0.612,0.467,0.612,0.593,0.0,0.312,-12.187,0.0286,96.27,4
Kiss,Parade - Music from the Motion Picture Under the Cherry Moon,Prince,1986,1986-03-31,226240,72,0.898,0.0135,0.898,0.271,0.00138,0.0461,-12.238,0.091,111.485,4
Higher Love - Single Version,80's Pop Number 1's,Various Artists,1986,2007-01-01,252253,0,0.719,0.0683,0.719,0.9,0.0465,0.397,-6.686,0.0454,98.796,4
Walk Like an Egyptian,Different Light (Expanded Edition),The Bangles,1987,1986,203226,54,0.711,0.0144,0.711,0.833,3.46E-06,0.303,-12.756,0.0851,103.153,4
Alone,Bad Animals,Heart,1987,1987-06-06,218733,74,0.418,0.638,0.418,0.452,0.00026,0.0959,-13.099,0.0356,175.088,4
Shake You Down,Shake You Down,Gregory Abbott,1987,1987-02-03,244373,0,0.783,0.5,0.783,0.391,0.0,0.3,-13.154,0.0283,94.949,4
I Wanna Dance with Somebody (Who Loves Me),Whitney,Whitney Houston,1987,1987-06-02,291293,82,0.709,0.207,0.709,0.824,0.000307,0.0888,-8.824,0.0453,118.818,4
Nothing's Gonna Stop Us Now,No Protection,Starship,1987,1987,270333,1,0.643,0.0298,0.643,0.801,0.0,0.0719,-4.921,0.0228,95.988,4
C'est La Vie,Robbie Nevil,Robbie Nevil,1987,1986-11-01,270306,44,0.726,0.559,0.726,0.809,0.00029,0.845,-12.356,0.0541,102.123,4
Here I Go Again,Whitesnake,Whitesnake,1987,1987-01-01,275733,0,0.396,0.156,0.396,0.666,3.06E-05,0.151,-11.892,0.0352,90.173,4
The Way It Is,80s 100 Hits,Various Artists,1987,2010-02-26,237333,45,0.589,0.611,0.589,0.725,0.011,0.221,-10.985,0.0267,111.077,4
Shakedown - Remastered,Beverly Hills Cop II,Various Artists,1987,1987-01-01,240973,21,0.571,0.0391,0.571,0.938,1.85E-06,0.332,-6.425,0.0667,170.677,4
Livin' On A Prayer,Slippery When Wet,Bon Jovi,1987,1986-01-01,249293,2,0.534,0.0768,0.534,0.887,9.93E-05,0.325,-3.777,0.0345,122.494,4
La Bamba,La Bamba / Charlena,Los Lobos,1987,1987-06-20,174186,61,0.506,0.144,0.506,0.764,0.00025,0.247,-12.239,0.046,156.336,4
Everybody Have Fun Tonight,Mosaic,Wang Chung,1987,1986-10-14,287360,56,0.728,0.0884,0.728,0.619,8.44E-05,0.039,-12.265,0.0379,128.845,4
Don't Dream It's Over,Crowded House,Crowded House,1987,1986,236933,0,0.439,0.0148,0.439,0.422,4.84E-05,0.0697,-17.227,0.0409,81.833,4
Always,All In The Name Of Love,Atlantic Starr,1987,1987-03-24,288493,62,0.606,0.399,0.606,0.534,0.000973,0.356,-6.758,0.0256,130.945,4
With Or Without You - Remastered,The Joshua Tree,U2,1987,1987-03-10,295520,52,0.538,0.000185,0.538,0.432,0.309,0.139,-11.882,0.0295,110.181,4
Looking For A New Love - Radio Edit,20th Century Masters: The Millennium Collection: Best Of Jody Watley,Jody Watley,1987,2000-01-01,242400,41,0.905,0.149,0.905,0.604,9.24E-05,0.0523,-7.433,0.0413,109.196,4
Head to Toe,Spanish Fly,Lisa Lisa & Cult Jam,1987,1987,303266,49,0.879,0.0425,0.879,0.511,0.0074,0.176,-11.36,0.124,113.763,4
I Think We're Alone Now,Tiffany,Tiffany,1987,1987-01-01,228840,71,0.752,0.025,0.752,0.723,0.00354,0.0212,-12.126,0.0507,130.519,4
Mony Mony - Downtown Mix / 24-Bit Digitally Remastered 2001,Vital Idol,Billy Idol,1987,1985,301800,53,0.742,0.00935,0.742,0.743,0.0,0.22,-6.293,0.0508,135.012,4
At This Moment,The Best of Billy Vera and the Beaters,Billy Vera & The Beaters,1987,2002,234506,40,0.578,0.864,0.578,0.286,2.68E-05,0.168,-7.371,0.0421,80.975,3
Faith - Remastered,Faith,George Michael,1988,1987-10-30,193200,74,0.887,0.0094,0.887,0.48,3.58E-05,0.0662,-11.994,0.117,95.846,4
Need You Tonight,Kick,INXS,1988,1987,180517,64,0.801,0.0713,0.801,0.723,0.154,0.0675,-4.985,0.0689,109.03,4
Got My Mind Set On You - Remastered 2004,Cloud Nine,George Harrison,1988,1987-11-02,234653,71,0.767,0.465,0.767,0.854,2.03E-06,0.485,-6.947,0.0426,149.206,4
Never Gonna Give You Up,Whenever You Need Somebody,Rick Astley,1988,1987-12-08,212826,68,0.727,0.135,0.727,0.939,4.35E-05,0.151,-11.855,0.0369,113.33,4
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,1988,1987-01-01,356400,3,0.449,0.141,0.449,0.901,0.0675,0.128,-7.711,0.0526,125.148,4
So Emotional,Whitney,Whitney Houston,1988,1987-06-02,276666,60,0.698,0.271,0.698,0.791,4.74E-05,0.199,-10.012,0.0495,119.081,4
Heaven Is A Place On Earth,Heaven On Earth,Belinda Carlisle,1988,1987-10-05,247293,64,0.64,0.031,0.64,0.81,2.22E-06,0.0492,-10.19,0.033,122.868,4
Could've Been,Tiffany,Tiffany,1988,1987-01-01,212693,47,0.474,0.554,0.474,0.238,3.95E-06,0.107,-15.595,0.0271,99.005,3
Hands To Heaven,All That Jazz,Breathe,1988,1988-01-01,259506,50,0.543,0.242,0.543,0.384,1.16E-06,0.266,-15.018,0.0307,128.768,4
Roll With It,Roll With It,Steve Winwood,1988,1988-01-01,320733,52,0.759,0.07,0.759,0.645,0.0403,0.0986,-13.352,0.0276,117.254,4
One More Try - Remastered,Faith,George Michael,1988,1987-10-30,350666,44,0.551,0.434,0.551,0.291,3.78E-05,0.11,-12.544,0.0283,119.005,3
Wishing Well,Do You Love Me Like You Say: The Very Best Of Terence Trent D'Arby,Terence Trent D'Arby,1988,2006,210426,0,0.852,0.0766,0.852,0.654,0.0,0.116,-6.901,0.0573,104.932,4
Anything for You,Let It Loose,Gloria Estefan,1988,1987-06-02,221866,47,0.582,0.655,0.582,0.397,0.0,0.0399,-13.099,0.033,143.798,4
The Flame,Lap Of Luxury,Cheap Trick,1988,1988-04-12,338800,66,0.629,0.513,0.629,0.581,2.06E-06,0.0755,-11.856,0.027,97.074,4
"Get Outta My Dreams, Get into My Car",Tear Down These Walls,Billy Ocean,1988,1988,333506,5,0.661,0.0557,0.661,0.911,5.68E-06,0.349,-6.571,0.0417,117.147,4
Seasons Change,Exposure,Exposé,1988,1987,292533,35,0.571,0.252,0.571,0.494,0.000785,0.318,-13.169,0.0286,174.184,4
Is This Love,Whitesnake,Whitesnake,1988,1987-01-01,285066,0,0.339,0.0779,0.339,0.632,0.0,0.128,-11.465,0.0321,180.29,4
Pour Some Sugar On Me - Remastered 2017,Hysteria (Super Deluxe),Def Leppard,1988,1987-08-03,267306,74,0.267,0.00211,0.267,0.953,0.0,0.283,-4.899,0.096,84.989,4
I'll Always Love You,Tell It To My Heart,Taylor Dayne,1988,1988-01-19,271000,0,0.624,0.337,0.624,0.348,1.07E-05,0.103,-12.963,0.0226,85.308,4
Look Away,Chicago 19,Chicago,1989,1988-06-20,241333,28,0.407,0.43,0.407,0.569,0.0,0.144,-7.452,0.0338,172.986,4
My Prerogative,Don't Be Cruel,Bobby Brown,1989,1988-01-01,291560,57,0.762,0.0655,0.762,0.625,0.0,0.252,-10.481,0.0562,110.163,4
Every Rose Has Its Thorn - Remastered 2003,Open Up And Say...Ahh! (20th Anniversary Edition),Poison,1989,1988-03-21,260173,72,0.533,0.16,0.533,0.637,1.12E-05,0.369,-5.571,0.0323,140.167,4
Straight Up,Forever Your Girl,Paula Abdul,1989,1988-01-01,251466,62,0.769,0.267,0.769,0.826,0.0177,0.0638,-8.252,0.0624,95.862,4
Miss You Much,Rhythm Nation 1814,Janet Jackson,1989,1989-09-19,252333,49,0.702,0.0305,0.702,0.975,0.000134,0.165,-7.968,0.0396,115.185,4
Cold Hearted,Forever Your Girl,Paula Abdul,1989,1988-01-01,231400,54,0.879,0.149,0.879,0.679,0.00871,0.0787,-8.59,0.0421,122.38,4
Wind Beneath My Wings,Beaches (Original Soundtrack Recording),Bette Midler,1989,1988,293853,65,0.51,0.551,0.51,0.458,0.0,0.0853,-7.566,0.0289,123.694,4
Girl You Know It's True,Girl You Know It's True - The Best Of Milli Vanilli,Milli Vanilli,1989,2013-07-26,198573,61,0.772,0.00797,0.772,0.822,0.00148,0.457,-5.649,0.123,97.718,4
"Baby, I Love Your Way/Freebird",Will To Power,Will To Power,1989,1988-08-09,247200,56,0.625,0.02,0.625,0.435,0.00243,0.201,-12.02,0.0286,150.829,4
Giving You the Best That I Got - Single Version,American 80's,Various Artists,1989,2017-03-17,233973,50,0.637,0.765,0.637,0.542,0.0,0.302,-8.173,0.0356,105.322,4
Right Here Waiting,Repeat Offender,Richard Marx,1989,1989-01-01,264333,76,0.395,0.8,0.395,0.252,0.0,0.101,-13.589,0.0301,177.679,4
Waiting for a Star to Fall,Reel Life,Boy Meets Girl,1989,1988,270506,0,0.671,0.0775,0.671,0.86,2.15E-06,0.159,-5.192,0.0264,116.465,4
Lost in Your Eyes,Electric Youth,Debbie Gibson,1989,1989-01-10,213000,66,0.482,0.46,0.482,0.613,0.000856,0.129,-7.462,0.0295,144.46,4
Don't Wanna Lose You,Cuts Both Ways,Gloria Estefan,1989,1989-07-11,250066,43,0.545,0.413,0.545,0.356,1.56E-06,0.128,-14.127,0.0245,82.214,4
Heaven,Dirty Rotten Filthy Stinking Rich,Warrant,1989,1989,236843,61,0.462,0.115,0.462,0.488,0.0,0.128,-11.143,0.0287,145.789,4
I'm Gonna Miss You,Greatest Hits,Milli Vanilli,1989,2007-03-01,239640,44,0.72,0.111,0.72,0.504,0.00223,0.109,-9.034,0.0449,75.656,4
The Look,Look Sharp! (2009 Version),Roxette,1989,1988-10-19,237320,7,0.634,0.0531,0.634,0.838,8.34E-06,0.0522,-5.363,0.0413,95.011,4
She Drives Me Crazy,The Raw And The Cooked,Fine Young Cannibals,1989,1988,215773,0,0.799,0.193,0.799,0.687,0.000188,0.0307,-5.682,0.0431,108.804,4
On Our Own,Ghostbusters II,Various Artists,1989,1989-06-16,294413,49,0.659,0.0035,0.659,0.899,0.0,0.0629,-6.207,0.0423,101.802,4
Two Hearts,...Hits,Phil Collins,1989,1998-09-25,204093,0,0.589,0.334,0.589,0.808,0.0512,0.0514,-6.578,0.0354,155.599,4
Hold On,Wilson Phillips,Wilson Phillips,1990,1990-01-01,266866,68,0.679,0.4,0.679,0.657,0.0,0.0497,-9.897,0.0255,97.8,4
"It Must Have Been Love - From the Film ""Pretty Woman""",It Must Have Been Love,Roxette,1990,1990-05-20,258786,76,0.52,0.34,0.52,0.652,5.49E-05,0.256,-6.655,0.0274,80.609,4
Nothing Compares 2 U,So Far: The Best of Sinéad O'Connor,Sinéad O'Connor,1990,1997-11-10,280040,50,0.511,0.0425,0.511,0.574,2.33E-05,0.105,-7.016,0.0273,119.917,4
Poison,Poison,Bell Biv DeVoe,1990,1990-01-01,261853,66,0.84,0.00195,0.84,0.56,0.00417,0.633,-10.53,0.21,111.815,4
Vogue - Edit,I'm Breathless,Madonna,1990,1990-03-22,289560,52,0.69,0.0109,0.69,0.817,0.00276,0.103,-10.137,0.0478,116.211,4
Vision of Love,#1 to Infinity,Mariah Carey,1990,2015,209760,28,0.258,0.479,0.258,0.623,2.2E-06,0.111,-5.031,0.0377,205.467,3
Another Day in Paradise - 2016 Remaster,...But Seriously (2016 Remaster),Phil Collins,1990,1989-11-20,323040,48,0.781,0.731,0.781,0.576,0.00264,0.0561,-6.947,0.0311,101.985,4
Hold On,Born to Sing,En Vogue,1990,1990-04-03,304466,56,0.728,0.0865,0.728,0.464,0.0,0.343,-11.156,0.0605,96.944,4
Cradle of Love,Charmed Life,Billy Idol,1990,1990,281493,0,0.603,0.0037,0.603,0.939,0.0,0.0651,-5.498,0.0398,144.052,4
"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Blaze Of Glory,Jon Bon Jovi,1990,1990-01-01,335240,65,0.55,0.0564,0.55,0.618,2.62E-05,0.0937,-9.822,0.0307,78.61,4
Do Me!,Poison,Bell Biv DeVoe,1990,1990-01-01,272440,47,0.716,0.134,0.716,0.772,2.15E-06,0.35,-6.816,0.037,107.823,4
How Am I Supposed to Live Without You,Soul Provider,Michael Bolton,1990,1989-06-27,255666,70,0.541,0.191,0.541,0.44,0.0,0.114,-12.206,0.031,140.273,4
Pump Up The Jam,Pump Up The Jam,Technotronic,1990,1989,320306,66,0.885,0.0147,0.885,0.844,4.49E-06,0.0494,-9.225,0.0733,124.602,4
Opposites Attract,Forever Your Girl,Paula Abdul,1990,1988-01-01,265373,52,0.783,0.0337,0.783,0.842,2.57E-06,0.0519,-8.838,0.054,117.79,4
Escapade,Rhythm Nation 1814,Janet Jackson,1990,1989-09-19,283933,53,0.806,0.0259,0.806,0.954,0.000617,0.176,-6.741,0.0514,115.229,4
All I Wanna Do Is Make Love To You,Brigade,Heart,1990,1990-03-25,310893,67,0.626,0.16,0.626,0.746,0.0,0.0618,-8.832,0.0282,102.896,4
Close To You,Bonafide,Maxi Priest,1990,1990-01-01,325800,53,0.781,0.0849,0.781,0.478,3.93E-06,0.0877,-15.427,0.0561,95.992,4
Black Velvet,Alannah Myles,Alannah Myles,1990,1989-03-14,287440,71,0.754,0.273,0.754,0.366,9.04E-05,0.106,-10.07,0.0312,91.147,4
Release Me,Wilson Phillips,Wilson Phillips,1990,1990-01-01,295693,51,0.724,0.448,0.724,0.471,2.5E-06,0.218,-11.143,0.0358,97.211,4
Don't Know Much (feat. Aaron Neville) - 2015 Remaster,Greatest Hits,Linda Ronstadt,1990,2015-08-21,213640,40,0.397,0.66,0.397,0.305,4.29E-05,0.132,-10.696,0.0322,131.777,4
(Everything I Do) I Do It For You,Waking Up The Neighbours,Bryan Adams,1991,1991-09-24,394133,65,0.526,0.0775,0.526,0.365,1.35E-05,0.0618,-12.605,0.028,131.253,4
I Wanna Sex You Up - Single Mix,New Jack City (Music from the Motion Picture),Various Artists,1991,1991-03-05,236946,55,0.551,0.00549,0.551,0.591,6.55E-06,0.0416,-8.404,0.12,201.799,4
Gonna Make You Sweat (Everybody Dance Now),Gonna Make You Sweat,C & C Music Factory,1991,1990-12-18,243693,57,0.557,0.0018,0.557,0.74,0.422,0.148,-10.999,0.0879,114.379,4
Rush Rush,Spellbound,Paula Abdul,1991,1991-01-01,292933,62,0.706,0.763,0.706,0.44,0.0,0.0958,-11.577,0.0493,90.012,4
One More Try,Time After Time,Timmy T,1991,1990-03-15,209426,47,0.641,0.191,0.641,0.573,0.0,0.317,-9.198,0.0485,149.826,5
Unbelievable,Schubert Dip,EMF,1991,1991-05-07,209813,0,0.637,0.000341,0.637,0.849,0.0386,0.141,-6.855,0.0362,104.074,4
More Than Words,Extreme II - Pornograffitti,Extreme,1991,1990-01-01,334106,66,0.626,0.467,0.626,0.134,0.0,0.113,-14.898,0.0298,91.893,4
I Like The Way,Greatest Hits,Hi-Five,1991,1990,350266,54,0.724,0.0595,0.724,0.692,0.0108,0.0316,-5.109,0.0333,104.086,4
The First Time,The First Time: The Best Of Surface,Surface,1991,1986,256000,29,0.637,0.215,0.637,0.354,0.000704,0.0961,-11.964,0.0283,126.435,4
"Baby, Baby",Heart In Motion,Amy Grant,1991,1991,236973,61,0.702,0.426,0.702,0.901,0.00153,0.0368,-4.45,0.0264,97.862,4
Motownphilly,The Best Of Boyz II Men 20th Century Masters The Millennium Collection,Boyz II Men,1991,2003-10-07,235320,52,0.746,0.0146,0.746,0.852,3.02E-05,0.26,-9.676,0.0606,114.165,4
Because I Love You,Stevie B: The Greatest Hits,Stevie B,1991,2004,260026,0,0.402,0.666,0.402,0.351,0.0,0.13,-10.281,0.033,125.471,4
Someday,Greatest Hits,Mariah Carey,1991,2001-12-04,246706,28,0.685,0.165,0.685,0.874,0.0,0.0189,-6.508,0.0419,109.861,4
High Enough,Damn Yankees,Damn Yankees,1991,1990,287320,60,0.273,0.0241,0.273,0.537,0.0,0.0922,-9.612,0.0306,81.814,4
From a Distance,Some People's Lives,Bette Midler,1991,1990,276346,57,0.536,0.674,0.536,0.242,0.0,0.331,-11.716,0.0277,137.989,4
All The Man That I Need,I'm Your Baby Tonight,Whitney Houston,1991,1990-11-04,251426,54,0.496,0.43,0.496,0.571,0.0,0.0332,-9.958,0.0335,150.944,4
Right Here Right Now,Doubt,Jesus Jones,1991,1991-01-28,189293,55,0.657,0.0088,0.657,0.608,3.45E-06,0.103,-13.565,0.0287,106.862,4
I Adore Mi Amor,C.M.B.,Color Me Badd,1991,1991-07-23,289200,43,0.683,0.243,0.683,0.476,0.0,0.0786,-9.995,0.027,91.989,4
Love Will Never Do (Without You),Rhythm Nation 1814,Janet Jackson,1991,1989-09-19,350000,47,0.739,0.139,0.739,0.951,0.0062,0.462,-8.863,0.0496,103.17,4
Good Vibrations,Music For The People,Marky Mark And The Funky Bunch,1991,1991,269306,61,0.711,0.00189,0.711,0.951,0.366,0.0229,-8.406,0.0537,121.656,4
End Of The Road,The Best Of Boyz II Men 20th Century Masters The Millennium Collection,Boyz II Men,1992,2003-10-07,348893,47,0.64,0.067,0.64,0.421,0.0,0.0614,-9.298,0.0246,74.836,3
Baby Got Back,Mack Daddy,Sir Mix-A-Lot,1992,1992-01-01,262826,0,0.937,0.00533,0.937,0.654,1.26E-06,0.0542,-11.187,0.322,128.462,4
Jump,Totally Krossed Out,Kris Kross,1992,1992-03-17,195106,66,0.749,0.000501,0.749,0.745,0.00403,0.333,-10.625,0.164,101.972,4
Save The Best For Last,The Comfort Zone,Vanessa Williams,1992,1991-01-01,218733,55,0.528,0.641,0.528,0.234,0.0,0.183,-15.784,0.0283,95.911,4
Baby-Baby-Baby,Ooooooohhh... On The TLC Tip,TLC,1992,1992-02-25,315040,52,0.679,0.0913,0.679,0.597,0.000673,0.0487,-8.601,0.0439,184.174,4
"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Unplugged (Deluxe Edition),Eric Clapton,1992,1992-08-25,280000,72,0.695,0.8,0.695,0.336,0.00264,0.701,-12.999,0.0313,79.109,4
My Lovin' (You're Never Gonna Get It),Funky Divas,En Vogue,1992,1992-03-24,281613,57,0.767,0.0318,0.767,0.839,9.31E-06,0.111,-5.519,0.0613,98.055,4
Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,1992,1991-09-24,264306,81,0.559,0.0576,0.559,0.345,0.000105,0.141,-13.496,0.0459,84.581,4
All 4 Love,C.M.B.,Color Me Badd,1992,1991-07-23,211493,52,0.807,0.0347,0.807,0.75,0.00017,0.149,-8.29,0.0315,106.389,4
Just Another Day,Jon Secada,Jon Secada,1992,1992-01-01,327426,63,0.717,0.0194,0.717,0.642,0.000249,0.043,-10.727,0.0287,105.894,4
I Love Your Smile,Inner Child,Shanice,1992,1991-11-19,257973,59,0.722,0.00955,0.722,0.842,8.45E-06,0.178,-8.745,0.126,93.954,4
To Be With You,Lean Into It,Mr. Big,1992,1991,208400,0,0.696,0.35,0.696,0.294,0.0,0.129,-12.563,0.0497,83.562,4
I'm Too Sexy,Up,Right Said Fred,1992,1992-01-07,170466,60,0.683,4.91E-05,0.683,0.739,0.0122,0.293,-12.831,0.0495,122.113,4
Black or White - Single Version,The Essential Michael Jackson,Michael Jackson,1992,2005-07-19,202853,65,0.741,0.0814,0.741,0.894,0.0527,0.089,-3.826,0.0496,114.879,4
Achy Breaky Heart,Some Gave All,Billy Ray Cyrus,1992,1992,203373,66,0.8,0.051,0.8,0.563,0.0,0.0797,-10.209,0.0303,121.808,4
"I'll Be There (feat. Trey Lorenz) - Live at MTV Unplugged, Kaufman Astoria StuLive at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992dios, New York - March 1992",MTV Unplugged EP,Mariah Carey,1992,1992-04-30,282373,44,0.404,0.687,0.404,0.498,0.0,0.725,-9.855,0.0338,81.951,4
November Rain,Use Your Illusion I,Guns N' Roses,1992,1991-09-17,536066,80,0.294,0.0163,0.294,0.641,0.22,0.112,-9.316,0.0291,79.759,4
Life Is A Highway,Mad Mad World,Tom Cochrane,1992,1992,266560,64,0.683,0.0681,0.683,0.751,8.36E-06,0.248,-10.184,0.0346,103.036,4
Remember the Time,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,1992,1995-06-16,239626,52,0.834,0.128,0.834,0.908,0.00382,0.181,-3.404,0.0646,107.931,4
Finally,Finally,CeCe Peniston,1992,1992-01-01,245000,63,0.791,0.00653,0.791,0.658,0.0,0.0472,-11.128,0.0445,120.066,4
I Will Always Love You,The Bodyguard - Original Soundtrack Album,Whitney Houston,1993,1992-11-17,271093,77,0.306,0.844,0.306,0.214,5.3E-06,0.0839,-12.518,0.0356,66.98,4
Whoomp! (There It Is),Whoomp! (There It Is),Tag Team,1993,2012-03-07,225266,0,0.798,0.00138,0.798,0.649,0.0,0.0792,-7.392,0.0411,129.422,4
(I Can't Help) Falling In Love With You,Promises And Lies,UB40,1993,1993-01-01,207440,68,0.642,0.0444,0.642,0.722,0.00388,0.122,-13.031,0.0375,172.406,4
That's The Way Love Goes,Janet,Janet Jackson,1993,1993-05-18,265106,66,0.703,0.302,0.703,0.7,0.471,0.0718,-6.789,0.0693,97.675,4
Freak Me,Lose Control,Silk,1993,1992,274533,58,0.697,0.0295,0.697,0.608,0.0,0.276,-10.976,0.0463,133.879,4
Weak,It's About Time,SWV,1993,1992-10-27,291906,66,0.693,0.107,0.693,0.533,0.0,0.0695,-10.954,0.0402,127.661,4
If I Ever Fall In Love,If I Ever Fall In Love,Shai,1993,1992-01-01,189026,57,0.402,0.758,0.402,0.205,0.0,0.147,-11.232,0.038,143.994,4
Dreamlover,Music Box,Mariah Carey,1993,1993-08-04,232960,59,0.701,0.18,0.701,0.705,0.0,0.141,-6.18,0.0357,100.669,4
Rump Shaker,Hard Or Smooth,Wreckx-N-Effect,1993,1992-01-01,312360,55,0.888,0.0025,0.888,0.822,0.0197,0.303,-6.843,0.219,102.753,4
Informer,12 Inches Of Snow,Snow,1993,1993,268910,63,0.763,0.0984,0.763,0.742,0.0,0.38,-10.975,0.188,98.145,4
In The Still Of The Nite (I'll Remember),The Best Of Boyz II Men 20th Century Masters The Millennium Collection,Boyz II Men,1993,2003-10-07,169493,27,0.517,0.783,0.517,0.218,0.0,0.137,-13.662,0.0381,78.118,4
Don't Walk Away,Jade To The Max,Jade,1993,1992-11-13,216373,61,0.831,0.147,0.831,0.915,0.00571,0.196,-7.501,0.128,102.979,4
Knockin' da Boots,Fever for da Flavor,H-Town,1993,1993-01-28,330945,62,0.726,0.155,0.726,0.501,0.0,0.0893,-13.884,0.154,128.099,4
Lately,Uptown MTV Unplugged,Various Artists,1993,1993-01-01,373626,0,0.377,0.631,0.377,0.315,0.0,0.946,-12.641,0.0619,126.168,4
Dazzey Duks,Dazzey Duks,Duice,1993,1992-03-18,244866,32,0.884,0.000925,0.884,0.464,4.36E-06,0.0366,-12.876,0.222,132.172,4
Show Me Love,Show Me Love,Robin S,1993,1993-06-15,252106,68,0.811,0.014,0.811,0.833,2.06E-05,0.0769,-4.259,0.153,120.258,4
A Whole New World (Aladdin's Theme),Aladdin (Original Motion Picture Soundtrack),Various Artists,1993,1992-01-01,250400,55,0.538,0.636,0.538,0.189,0.0,0.174,-17.13,0.0344,107.829,4
If,Janet,Janet Jackson,1993,1993-05-18,271640,52,0.653,0.0374,0.653,0.976,0.00173,0.561,-5.173,0.0797,105.575,4
I'm So Into You,It's About Time,SWV,1993,1992-10-27,278333,63,0.85,0.0624,0.85,0.513,0.00249,0.0689,-10.663,0.0513,99.01,4
The Sign,The Sign,Ace of Base,1994,1993-12-24,191240,70,0.808,0.00928,0.808,0.786,0.0701,0.0574,-6.897,0.0447,96.987,4
I Swear,All-4-One,All-4-One,1994,1994-01-01,259853,67,0.532,0.235,0.532,0.407,0.0,0.117,-9.658,0.0233,83.207,4
I'll Make Love To You,II,Boyz II Men,1994,1994-01-01,236773,63,0.567,0.0995,0.567,0.501,0.0,0.0986,-8.038,0.0241,142.589,3
The Power of Love - Radio Edit,The Essential Celine Dion,Céline Dion,1994,2008,288320,0,0.538,0.394,0.538,0.549,0.000363,0.189,-7.737,0.0305,140.067,4
Hero,Music Box,Mariah Carey,1994,1993-08-04,257733,72,0.501,0.735,0.501,0.378,0.0,0.119,-9.37,0.029,119.987,4
Stay,Tails,Lisa Loeb & Nine Stories,1994,1995-01-01,183760,60,0.676,0.454,0.676,0.592,0.0,0.107,-6.887,0.0452,80.316,4
Breathe Again,Toni Braxton,Toni Braxton,1994,1993-07-12,269173,60,0.689,0.0704,0.689,0.677,0.0,0.0877,-6.36,0.0326,153.919,4
All for Love,If We Fall in Love Tonight,Rod Stewart,1994,1996-11-12,281200,70,0.51,0.125,0.51,0.44,0.0,0.0994,-11.015,0.0293,74.8,4
All That She Wants,Happy Nation (U.S. Version),Ace of Base,1994,1994-01-01,211213,0,0.707,0.00529,0.707,0.628,8.76E-05,0.104,-9.683,0.0878,187.538,4
Don't Turn Around,The Sign,Ace of Base,1994,1993-12-24,230186,56,0.745,0.00104,0.745,0.771,0.387,0.0574,-8.231,0.0755,95.623,4
Bump n' Grind,12 Play,R. Kelly,1994,1993-11-07,256133,61,0.621,0.0984,0.621,0.481,0.0,0.241,-8.016,0.0371,65.004,4
